firm,type,share_percent
XCEL ENERGY INC.,Bank,0.17
XCEL ENERGY INC.,Bank,0.16
XCEL ENERGY INC.,Financial company,0.16
XCEL ENERGY INC.,"Mutual and pension fund, nominee, trust, trustee",0.16
XCEL ENERGY INC.,Bank,0.14
XCEL ENERGY INC.,"Public authority, state, government",0.14
XCEL ENERGY INC.,Bank,0.14
XCEL ENERGY INC.,"Public authority, state, government",0.14
XCEL ENERGY INC.,"Mutual and pension fund, nominee, trust, trustee",0.14
XCEL ENERGY INC.,Insurance company,0.14
XCEL ENERGY INC.,Insurance company,0.13
XCEL ENERGY INC.,Bank,0.13
XCEL ENERGY INC.,Bank,0.12
XCEL ENERGY INC.,Corporate,0.12
XCEL ENERGY INC.,"Public authority, state, government",0.12
XCEL ENERGY INC.,Corporate,0.12
XCEL ENERGY INC.,Bank,0.11
XCEL ENERGY INC.,Bank,0.11
XCEL ENERGY INC.,Bank,0.11
XCEL ENERGY INC.,Private equity firm,0.11
XCEL ENERGY INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
XCEL ENERGY INC.,Bank,0.10
XCEL ENERGY INC.,Insurance company,0.10
VISTRA CORP,Financial company,9.76
VISTRA CORP,Corporate,7.60
VISTRA CORP,Financial company,6.20
VISTRA CORP,Corporate,5.60
VISTRA CORP,Bank,5.52
VISTRA CORP,Corporate,4.54
VISTRA CORP,Corporate,n.a.
VISTRA CORP,Bank,4.08
VISTRA CORP,Bank,2.36
VISTRA CORP,Bank,2.17
VISTRA CORP,Bank,1.98
VISTRA CORP,Financial company,1.82
VISTRA CORP,Financial company,1.80
VISTRA CORP,Private equity firm,1.62
VISTRA CORP,Bank,1.59
VISTRA CORP,Corporate,1.43
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",n.a.
VISTRA CORP,Corporate,1.32
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",1.29
VISTRA CORP,Insurance company,1.24
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",1.19
VISTRA CORP,Corporate,1.18
VISTRA CORP,Corporate,n.a.
VISTRA CORP,Venture capital,1.03
VISTRA CORP,Private equity firm,1.01
VISTRA CORP,Corporate,1.01
VISTRA CORP,Bank,0.95
VISTRA CORP,Corporate,0.90
VISTRA CORP,Bank,0.89
VISTRA CORP,Corporate,0.89
VISTRA CORP,Bank,0.88
VISTRA CORP,Hedge fund,0.80
VISTRA CORP,Bank,0.78
VISTRA CORP,Financial company,0.75
VISTRA CORP,Private equity firm,0.74
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.72
VISTRA CORP,Insurance company,0.69
VISTRA CORP,Bank,0.67
VISTRA CORP,"Public authority, state, government",0.64
VISTRA CORP,Bank,0.64
VISTRA CORP,Bank,0.61
VISTRA CORP,Bank,0.58
VISTRA CORP,Corporate,0.58
VISTRA CORP,Financial company,0.56
VISTRA CORP,Corporate,0.53
VISTRA CORP,Insurance company,0.52
VISTRA CORP,Bank,0.50
VISTRA CORP,Bank,0.49
VISTRA CORP,Bank,0.49
VISTRA CORP,Bank,0.48
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.45
VISTRA CORP,Corporate,0.45
VISTRA CORP,Insurance company,0.45
VISTRA CORP,Bank,0.43
VISTRA CORP,"Public authority, state, government",0.42
VISTRA CORP,Bank,0.41
VISTRA CORP,Financial company,0.41
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.39
VISTRA CORP,Bank,0.36
VISTRA CORP,Bank,0.35
VISTRA CORP,Bank,0.35
VISTRA CORP,Financial company,0.35
VISTRA CORP,"Public authority, state, government",0.34
VISTRA CORP,"Public authority, state, government",0.34
VISTRA CORP,Financial company,0.30
VISTRA CORP,Bank,0.30
VISTRA CORP,Financial company,0.30
VISTRA CORP,Corporate,0.30
VISTRA CORP,Bank,0.28
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.28
VISTRA CORP,Financial company,0.27
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.27
VISTRA CORP,Bank,0.25
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.25
VISTRA CORP,Financial company,0.25
VISTRA CORP,Insurance company,0.24
VISTRA CORP,Financial company,0.24
VISTRA CORP,"Public authority, state, government",0.23
VISTRA CORP,"Public authority, state, government",0.23
VISTRA CORP,Financial company,0.23
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.23
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.23
VISTRA CORP,Insurance company,0.23
VISTRA CORP,Corporate,0.22
VISTRA CORP,Insurance company,0.21
VISTRA CORP,Financial company,0.21
VISTRA CORP,Financial company,0.21
VISTRA CORP,Bank,0.20
VISTRA CORP,Corporate,0.20
VISTRA CORP,Corporate,0.20
VISTRA CORP,Corporate,0.19
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.19
VISTRA CORP,Financial company,0.18
VISTRA CORP,Financial company,0.18
VISTRA CORP,Insurance company,0.18
VISTRA CORP,Financial company,0.17
VISTRA CORP,Financial company,0.17
VISTRA CORP,Corporate,0.17
VISTRA CORP,Financial company,0.17
VISTRA CORP,Bank,0.16
VISTRA CORP,Financial company,0.16
VISTRA CORP,Bank,0.15
VISTRA CORP,Corporate,0.15
VISTRA CORP,Private equity firm,0.15
VISTRA CORP,Insurance company,0.15
VISTRA CORP,Bank,0.14
VISTRA CORP,Corporate,0.14
VISTRA CORP,Financial company,0.14
VISTRA CORP,Hedge fund,0.14
VISTRA CORP,Financial company,0.14
VISTRA CORP,Insurance company,0.13
VISTRA CORP,"Public authority, state, government",0.13
VISTRA CORP,Bank,0.13
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.13
VISTRA CORP,Corporate,0.13
VISTRA CORP,Bank,0.12
VISTRA CORP,Bank,0.12
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.12
VISTRA CORP,Bank,0.11
VISTRA CORP,Private equity firm,0.11
VISTRA CORP,Bank,0.11
VISTRA CORP,Bank,0.11
VISTRA CORP,Bank,0.11
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.11
VISTRA CORP,Financial company,0.11
VISTRA CORP,Bank,0.11
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.11
VISTRA CORP,"Public authority, state, government",0.11
VISTRA CORP,Corporate,0.11
VISTRA CORP,Financial company,0.11
VISTRA CORP,Corporate,0.11
VISTRA CORP,Corporate,0.11
VISTRA CORP,"Public authority, state, government",0.10
VISTRA CORP,Financial company,0.10
VISTRA CORP,"Mutual and pension fund, nominee, trust, trustee",0.10
VISTRA CORP,Bank,0.10
VISTRA CORP,Private equity firm,0.10
VISTRA CORP,Financial company,0.10
SEMPRA ENERGY,Bank,8.49
SEMPRA ENERGY,Financial company,8.36
SEMPRA ENERGY,Bank,6.62
SEMPRA ENERGY,Corporate,6.37
SEMPRA ENERGY,Bank,5.36
SEMPRA ENERGY,Corporate,3.50
SEMPRA ENERGY,Corporate,2.78
SEMPRA ENERGY,"Public authority, state, government",2.04
SEMPRA ENERGY,Bank,1.88
SEMPRA ENERGY,Bank,1.75
SEMPRA ENERGY,Corporate,1.38
SEMPRA ENERGY,Bank,1.35
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",1.33
SEMPRA ENERGY,Bank,1.29
SEMPRA ENERGY,Bank,1.14
SEMPRA ENERGY,Bank,1.12
SEMPRA ENERGY,Insurance company,1.04
SEMPRA ENERGY,Bank,0.92
SEMPRA ENERGY,Bank,0.91
SEMPRA ENERGY,Bank,0.90
SEMPRA ENERGY,Bank,0.85
SEMPRA ENERGY,Bank,0.85
SEMPRA ENERGY,Insurance company,0.76
SEMPRA ENERGY,Financial company,0.73
SEMPRA ENERGY,Bank,0.73
SEMPRA ENERGY,"Public authority, state, government",0.73
SEMPRA ENERGY,Bank,0.72
SEMPRA ENERGY,Financial company,0.72
SEMPRA ENERGY,Corporate,0.61
SEMPRA ENERGY,Bank,0.54
SEMPRA ENERGY,Financial company,0.54
SEMPRA ENERGY,Bank,0.51
SEMPRA ENERGY,Bank,0.51
SEMPRA ENERGY,Financial company,0.47
SEMPRA ENERGY,Bank,0.42
SEMPRA ENERGY,Bank,0.38
SEMPRA ENERGY,Bank,0.38
SEMPRA ENERGY,Bank,0.37
SEMPRA ENERGY,Bank,0.34
SEMPRA ENERGY,Financial company,0.33
SEMPRA ENERGY,Financial company,0.33
SEMPRA ENERGY,Corporate,0.31
SEMPRA ENERGY,Insurance company,0.31
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",0.30
SEMPRA ENERGY,Insurance company,0.30
SEMPRA ENERGY,Financial company,0.30
SEMPRA ENERGY,Bank,0.29
SEMPRA ENERGY,Financial company,0.29
SEMPRA ENERGY,Corporate,0.29
SEMPRA ENERGY,"Public authority, state, government",0.28
SEMPRA ENERGY,Bank,0.27
SEMPRA ENERGY,Financial company,0.26
SEMPRA ENERGY,Financial company,0.25
SEMPRA ENERGY,Private equity firm,0.25
SEMPRA ENERGY,Corporate,0.25
SEMPRA ENERGY,Bank,0.24
SEMPRA ENERGY,Private equity firm,0.24
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",0.23
SEMPRA ENERGY,Insurance company,0.21
SEMPRA ENERGY,Bank,0.21
SEMPRA ENERGY,Corporate,0.21
SEMPRA ENERGY,Financial company,0.21
SEMPRA ENERGY,Venture capital,0.21
SEMPRA ENERGY,Insurance company,0.19
SEMPRA ENERGY,"Public authority, state, government",0.19
SEMPRA ENERGY,Corporate,0.19
SEMPRA ENERGY,Bank,0.17
SEMPRA ENERGY,"Public authority, state, government",0.17
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",0.17
SEMPRA ENERGY,Bank,0.16
SEMPRA ENERGY,Corporate,0.16
SEMPRA ENERGY,Corporate,0.15
SEMPRA ENERGY,Bank,0.15
SEMPRA ENERGY,Financial company,0.15
SEMPRA ENERGY,"Public authority, state, government",0.15
SEMPRA ENERGY,Bank,0.14
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",0.14
SEMPRA ENERGY,Insurance company,0.14
SEMPRA ENERGY,"Public authority, state, government",0.13
SEMPRA ENERGY,"Mutual and pension fund, nominee, trust, trustee",0.13
SEMPRA ENERGY,Bank,0.12
SEMPRA ENERGY,Financial company,0.12
SEMPRA ENERGY,Bank,0.11
SEMPRA ENERGY,Bank,0.11
SEMPRA ENERGY,Insurance company,0.11
SEMPRA ENERGY,"Public authority, state, government",0.11
SEMPRA ENERGY,Corporate,0.11
SEMPRA ENERGY,Bank,0.10
SEMPRA ENERGY,Bank,0.10
SEMPRA ENERGY,Insurance company,0.10
SEMPRA ENERGY,Bank,0.10
SEMPRA ENERGY,Bank,0.10
SEMPRA ENERGY,Financial company,0.10
SEMPRA ENERGY,Corporate,0.10
CORNING INC,Financial company,11.73
CORNING INC,Corporate,6.96
CORNING INC,Bank,6.77
CORNING INC,Bank,5.08
CORNING INC,Bank,3.41
CORNING INC,Insurance company,2.13
CORNING INC,Financial company,2.06
CORNING INC,Bank,1.99
CORNING INC,Financial company,1.77
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",1.62
CORNING INC,Bank,1.44
CORNING INC,Bank,1.42
CORNING INC,Bank,1.39
CORNING INC,Bank,1.39
CORNING INC,Bank,1.24
CORNING INC,Corporate,1.23
CORNING INC,"Public authority, state, government",1.07
CORNING INC,Bank,1.07
CORNING INC,Financial company,n.a.
CORNING INC,Financial company,0.91
CORNING INC,Bank,0.89
CORNING INC,Bank,0.77
CORNING INC,Corporate,0.77
CORNING INC,Financial company,0.75
CORNING INC,Insurance company,0.74
CORNING INC,Bank,0.66
CORNING INC,Bank,0.62
CORNING INC,Bank,0.62
CORNING INC,Corporate,0.60
CORNING INC,Bank,0.54
CORNING INC,Bank,0.52
CORNING INC,Bank,0.45
CORNING INC,"Public authority, state, government",0.41
CORNING INC,"Public authority, state, government",0.40
CORNING INC,Bank,0.39
CORNING INC,Corporate,0.35
CORNING INC,Corporate,0.34
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.34
CORNING INC,Bank,0.33
CORNING INC,Bank,0.31
CORNING INC,Corporate,0.30
CORNING INC,Insurance company,0.29
CORNING INC,Bank,0.29
CORNING INC,Bank,0.28
CORNING INC,Bank,0.23
CORNING INC,Bank,0.22
CORNING INC,Corporate,0.22
CORNING INC,Insurance company,0.22
CORNING INC,Bank,0.21
CORNING INC,Private equity firm,0.21
CORNING INC,Corporate,0.20
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.20
CORNING INC,Corporate,0.20
CORNING INC,Bank,0.18
CORNING INC,Bank,0.18
CORNING INC,Private equity firm,0.18
CORNING INC,Bank,0.17
CORNING INC,"Public authority, state, government",0.17
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.17
CORNING INC,Financial company,0.17
CORNING INC,Corporate,0.17
CORNING INC,Bank,0.16
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.16
CORNING INC,Bank,0.15
CORNING INC,Corporate,0.15
CORNING INC,Financial company,0.15
CORNING INC,Corporate,0.15
CORNING INC,"Public authority, state, government",0.15
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.15
CORNING INC,"Public authority, state, government",0.15
CORNING INC,Corporate,0.15
CORNING INC,Bank,0.14
CORNING INC,Corporate,0.14
CORNING INC,Financial company,0.13
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.13
CORNING INC,Bank,0.12
CORNING INC,"Public authority, state, government",0.12
CORNING INC,Financial company,0.12
CORNING INC,Financial company,0.12
CORNING INC,Corporate,0.12
CORNING INC,Bank,0.11
CORNING INC,Insurance company,0.11
CORNING INC,Bank,0.11
CORNING INC,Bank,0.11
CORNING INC,Corporate,0.11
CORNING INC,"Public authority, state, government",0.11
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.11
CORNING INC,Financial company,0.11
CORNING INC,Bank,0.10
CORNING INC,Corporate,0.10
CORNING INC,Bank,0.10
CORNING INC,Insurance company,0.10
CORNING INC,Bank,0.10
CORNING INC,Private equity firm,0.10
CORNING INC,"Mutual and pension fund, nominee, trust, trustee",0.10
MURPHY USA INC.,Financial company,10.58
MURPHY USA INC.,Bank,10.35
MURPHY USA INC.,Corporate,3.45
MURPHY USA INC.,Bank,3.44
MURPHY USA INC.,Bank,3.18
MURPHY USA INC.,Corporate,3.05
MURPHY USA INC.,Bank,2.90
MURPHY USA INC.,One or more named individuals or families,n.a.
MURPHY USA INC.,Bank,2.33
MURPHY USA INC.,One or more named individuals or families,n.a.
MURPHY USA INC.,Bank,2.13
MURPHY USA INC.,Financial company,2.10
MURPHY USA INC.,Corporate,1.99
MURPHY USA INC.,Insurance company,1.96
MURPHY USA INC.,Venture capital,1.73
MURPHY USA INC.,Bank,1.69
MURPHY USA INC.,Corporate,1.66
MURPHY USA INC.,Bank,1.59
MURPHY USA INC.,Bank,1.45
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",1.45
MURPHY USA INC.,"Public authority, state, government",1.44
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",1.43
MURPHY USA INC.,Bank,1.36
MURPHY USA INC.,Bank,1.33
MURPHY USA INC.,Financial company,1.33
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",1.28
MURPHY USA INC.,Bank,1.17
MURPHY USA INC.,Bank,1.10
MURPHY USA INC.,Bank,1.06
MURPHY USA INC.,Bank,0.94
MURPHY USA INC.,Financial company,0.90
MURPHY USA INC.,Corporate,0.87
MURPHY USA INC.,Corporate,0.85
MURPHY USA INC.,Bank,0.82
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.80
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.79
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.73
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.72
MURPHY USA INC.,Bank,0.71
MURPHY USA INC.,Insurance company,0.71
MURPHY USA INC.,Financial company,0.68
MURPHY USA INC.,Corporate,0.61
MURPHY USA INC.,Corporate,0.58
MURPHY USA INC.,Bank,0.51
MURPHY USA INC.,Corporate,0.42
MURPHY USA INC.,Financial company,0.42
MURPHY USA INC.,Financial company,0.41
MURPHY USA INC.,Bank,0.38
MURPHY USA INC.,"Public authority, state, government",0.38
MURPHY USA INC.,Insurance company,0.34
MURPHY USA INC.,Corporate,0.34
MURPHY USA INC.,"Public authority, state, government",0.33
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.32
MURPHY USA INC.,Financial company,0.31
MURPHY USA INC.,Corporate,0.30
MURPHY USA INC.,Bank,0.29
MURPHY USA INC.,Bank,0.29
MURPHY USA INC.,Financial company,0.28
MURPHY USA INC.,Financial company,0.28
MURPHY USA INC.,Corporate,0.26
MURPHY USA INC.,Private equity firm,0.25
MURPHY USA INC.,Financial company,0.25
MURPHY USA INC.,Bank,0.25
MURPHY USA INC.,Bank,0.24
MURPHY USA INC.,Corporate,0.24
MURPHY USA INC.,Bank,0.23
MURPHY USA INC.,Insurance company,0.23
MURPHY USA INC.,Insurance company,0.23
MURPHY USA INC.,Bank,0.22
MURPHY USA INC.,"Public authority, state, government",0.22
MURPHY USA INC.,Bank,0.22
MURPHY USA INC.,Bank,0.22
MURPHY USA INC.,Insurance company,0.22
MURPHY USA INC.,Insurance company,0.22
MURPHY USA INC.,Bank,0.22
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.20
MURPHY USA INC.,Financial company,0.19
MURPHY USA INC.,Corporate,0.18
MURPHY USA INC.,Corporate,0.18
MURPHY USA INC.,Corporate,0.18
MURPHY USA INC.,Insurance company,0.17
MURPHY USA INC.,Bank,0.17
MURPHY USA INC.,Bank,0.17
MURPHY USA INC.,Bank,0.17
MURPHY USA INC.,Bank,0.17
MURPHY USA INC.,Private equity firm,0.17
MURPHY USA INC.,Bank,0.16
MURPHY USA INC.,Corporate,0.16
MURPHY USA INC.,Hedge fund,0.16
MURPHY USA INC.,Bank,0.15
MURPHY USA INC.,Financial company,0.15
MURPHY USA INC.,Financial company,0.15
MURPHY USA INC.,Financial company,0.15
MURPHY USA INC.,Corporate,0.15
MURPHY USA INC.,Financial company,0.14
MURPHY USA INC.,"Public authority, state, government",0.14
MURPHY USA INC.,Corporate,0.14
MURPHY USA INC.,Insurance company,0.14
MURPHY USA INC.,Bank,0.13
MURPHY USA INC.,Bank,0.13
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.13
MURPHY USA INC.,Financial company,0.13
MURPHY USA INC.,"Public authority, state, government",0.12
MURPHY USA INC.,Corporate,0.12
MURPHY USA INC.,Bank,0.11
MURPHY USA INC.,Bank,0.11
MURPHY USA INC.,Financial company,0.11
MURPHY USA INC.,"Public authority, state, government",0.11
MURPHY USA INC.,"Public authority, state, government",0.11
MURPHY USA INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
MURPHY USA INC.,Bank,0.10
MURPHY USA INC.,Financial company,0.10
MURPHY USA INC.,Corporate,0.10
MURPHY USA INC.,Corporate,0.10
HOLLYFRONTIER CORPORATION,Financial company,10.96
HOLLYFRONTIER CORPORATION,Corporate,7.68
HOLLYFRONTIER CORPORATION,Bank,7.19
HOLLYFRONTIER CORPORATION,Bank,7.03
HOLLYFRONTIER CORPORATION,Corporate,3.68
HOLLYFRONTIER CORPORATION,Bank,2.29
HOLLYFRONTIER CORPORATION,Insurance company,2.12
HOLLYFRONTIER CORPORATION,Bank,2.11
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",2.01
HOLLYFRONTIER CORPORATION,Insurance company,1.88
HOLLYFRONTIER CORPORATION,Financial company,1.78
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",1.78
HOLLYFRONTIER CORPORATION,Financial company,n.a.
HOLLYFRONTIER CORPORATION,Bank,1.73
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",1.61
HOLLYFRONTIER CORPORATION,Financial company,1.53
HOLLYFRONTIER CORPORATION,Bank,1.46
HOLLYFRONTIER CORPORATION,Bank,1.35
HOLLYFRONTIER CORPORATION,Bank,1.32
HOLLYFRONTIER CORPORATION,Financial company,1.22
HOLLYFRONTIER CORPORATION,"Public authority, state, government",1.20
HOLLYFRONTIER CORPORATION,Bank,0.93
HOLLYFRONTIER CORPORATION,Private equity firm,0.79
HOLLYFRONTIER CORPORATION,Bank,0.75
HOLLYFRONTIER CORPORATION,Insurance company,0.73
HOLLYFRONTIER CORPORATION,Bank,0.72
HOLLYFRONTIER CORPORATION,Bank,0.68
HOLLYFRONTIER CORPORATION,Corporate,0.66
HOLLYFRONTIER CORPORATION,Corporate,0.66
HOLLYFRONTIER CORPORATION,Financial company,0.63
HOLLYFRONTIER CORPORATION,Bank,0.61
HOLLYFRONTIER CORPORATION,Financial company,0.60
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.58
HOLLYFRONTIER CORPORATION,Corporate,0.55
HOLLYFRONTIER CORPORATION,Corporate,0.51
HOLLYFRONTIER CORPORATION,Financial company,0.51
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.48
HOLLYFRONTIER CORPORATION,Bank,0.46
HOLLYFRONTIER CORPORATION,Bank,0.43
HOLLYFRONTIER CORPORATION,Corporate,0.42
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.42
HOLLYFRONTIER CORPORATION,Corporate,0.38
HOLLYFRONTIER CORPORATION,Bank,0.37
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.37
HOLLYFRONTIER CORPORATION,Bank,0.37
HOLLYFRONTIER CORPORATION,Corporate,0.37
HOLLYFRONTIER CORPORATION,Insurance company,0.37
HOLLYFRONTIER CORPORATION,Bank,0.36
HOLLYFRONTIER CORPORATION,Corporate,0.34
HOLLYFRONTIER CORPORATION,Bank,0.33
HOLLYFRONTIER CORPORATION,Bank,0.32
HOLLYFRONTIER CORPORATION,Corporate,0.32
HOLLYFRONTIER CORPORATION,Insurance company,0.31
HOLLYFRONTIER CORPORATION,Corporate,0.31
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.30
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.28
HOLLYFRONTIER CORPORATION,Bank,0.27
HOLLYFRONTIER CORPORATION,Financial company,0.27
HOLLYFRONTIER CORPORATION,Financial company,0.26
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.25
HOLLYFRONTIER CORPORATION,Bank,0.24
HOLLYFRONTIER CORPORATION,Corporate,0.24
HOLLYFRONTIER CORPORATION,Financial company,0.24
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.24
HOLLYFRONTIER CORPORATION,Bank,0.23
HOLLYFRONTIER CORPORATION,Bank,0.23
HOLLYFRONTIER CORPORATION,Corporate,0.23
HOLLYFRONTIER CORPORATION,Bank,0.22
HOLLYFRONTIER CORPORATION,Financial company,0.22
HOLLYFRONTIER CORPORATION,Financial company,0.22
HOLLYFRONTIER CORPORATION,Venture capital,0.22
HOLLYFRONTIER CORPORATION,Bank,0.21
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.20
HOLLYFRONTIER CORPORATION,Bank,0.20
HOLLYFRONTIER CORPORATION,Bank,0.19
HOLLYFRONTIER CORPORATION,Bank,0.19
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.19
HOLLYFRONTIER CORPORATION,Corporate,0.19
HOLLYFRONTIER CORPORATION,Bank,0.18
HOLLYFRONTIER CORPORATION,Financial company,0.18
HOLLYFRONTIER CORPORATION,Bank,0.18
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.18
HOLLYFRONTIER CORPORATION,Corporate,0.18
HOLLYFRONTIER CORPORATION,Bank,0.17
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.17
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.17
HOLLYFRONTIER CORPORATION,Corporate,0.17
HOLLYFRONTIER CORPORATION,Bank,0.16
HOLLYFRONTIER CORPORATION,Bank,0.16
HOLLYFRONTIER CORPORATION,Insurance company,0.15
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.15
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.15
HOLLYFRONTIER CORPORATION,Corporate,0.15
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.15
HOLLYFRONTIER CORPORATION,Financial company,0.15
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.14
HOLLYFRONTIER CORPORATION,Bank,0.14
HOLLYFRONTIER CORPORATION,Corporate,0.14
HOLLYFRONTIER CORPORATION,Insurance company,0.14
HOLLYFRONTIER CORPORATION,Private equity firm,0.14
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.14
HOLLYFRONTIER CORPORATION,Corporate,0.14
HOLLYFRONTIER CORPORATION,Corporate,0.14
HOLLYFRONTIER CORPORATION,Corporate,0.14
HOLLYFRONTIER CORPORATION,Bank,0.13
HOLLYFRONTIER CORPORATION,Corporate,0.13
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.13
HOLLYFRONTIER CORPORATION,Corporate,0.13
HOLLYFRONTIER CORPORATION,Corporate,0.13
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.12
HOLLYFRONTIER CORPORATION,Bank,0.12
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.12
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.11
HOLLYFRONTIER CORPORATION,Insurance company,0.11
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.11
HOLLYFRONTIER CORPORATION,Corporate,0.11
HOLLYFRONTIER CORPORATION,Bank,0.11
HOLLYFRONTIER CORPORATION,Bank,0.11
HOLLYFRONTIER CORPORATION,Private equity firm,0.11
HOLLYFRONTIER CORPORATION,Financial company,0.11
HOLLYFRONTIER CORPORATION,Financial company,0.11
HOLLYFRONTIER CORPORATION,Corporate,0.11
HOLLYFRONTIER CORPORATION,Insurance company,0.10
HOLLYFRONTIER CORPORATION,Financial company,0.10
HOLLYFRONTIER CORPORATION,Financial company,0.10
HOLLYFRONTIER CORPORATION,"Public authority, state, government",0.10
HOLLYFRONTIER CORPORATION,Corporate,0.10
HOLLYFRONTIER CORPORATION,Financial company,0.10
HOLLYFRONTIER CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.10
HOLLYFRONTIER CORPORATION,Financial company,0.10
HOLLYFRONTIER CORPORATION,Insurance company,0.10
SYNCHRONY FINANCIAL,Financial company,10.71
SYNCHRONY FINANCIAL,"Mutual and pension fund, nominee, trust, trustee",n.a.
SYNCHRONY FINANCIAL,Corporate,7.01
SYNCHRONY FINANCIAL,"Public authority, state, government",6.91
SYNCHRONY FINANCIAL,Corporate,6.80
SYNCHRONY FINANCIAL,Bank,6.49
SYNCHRONY FINANCIAL,Bank,4.12
SYNCHRONY FINANCIAL,Insurance company,3.28
SYNCHRONY FINANCIAL,Financial company,1.63
SYNCHRONY FINANCIAL,"Mutual and pension fund, nominee, trust, trustee",1.59
SYNCHRONY FINANCIAL,"Public authority, state, government",1.53
SYNCHRONY FINANCIAL,Bank,1.39
SYNCHRONY FINANCIAL,Bank,1.33
SYNCHRONY FINANCIAL,Bank,1.19
SYNCHRONY FINANCIAL,"Public authority, state, government",1.18
SYNCHRONY FINANCIAL,Bank,1.17
